Player,Pos,90s,PrgC,PrgP,PrgR,Succ Takeons,Attakcking Third Carries,Long Passes Cmp,xA,Pass Cmp%,Pass PrgDist,TklW,Blocks,Int,Recov
Patrick Herrmann,FW,0.2,1,2,1,0,1,1,0,57.1,37,0,0,1,1
Son Heung-min,FW,10.8,23,43,96,11,13,7,2,82.1,685,3,0,3,22
Aaron Hickey,DF,7.9,9,21,13,5,3,14,0.1,87.7,894,9,7,3,42
Isak Hien,DF,5.6,6,13,0,2,3,23,0.1,86.4,1486,6,7,3,51
James Hill,DF,0.2,0,3,1,0,1,2,0,90.9,81,0,0,0,0
Piero Hincapié,DF,1.3,2,11,1,0,1,7,0,97.8,837,0,0,1,5
Jack Hinshelwood,MF,0.9,1,3,1,0,1,0,0,88.2,74,0,1,3,5
Adam Hložek,"FW,MF",0.6,5,2,6,1,1,2,0.1,63,38,1,0,1,5
Nicolas Höfler,MF,6.9,4,26,6,2,4,20,0.2,90,1319,9,9,11,38
Jonas Hofmann,MF,10.5,25,43,91,3,21,43,3.5,80.9,1824,6,5,4,35
Philipp Hofmann,FW,6.5,2,16,38,4,2,4,0.7,59.6,211,2,3,1,18
Lucas Höler,"FW,MF",9.6,9,17,46,5,5,7,0.9,62,544,9,6,4,35
Fabian Holland,"MF,DF",8,6,45,14,5,5,38,0.5,76.4,1606,12,12,13,47
Benedict Hollerbach,"MF,FW",1.6,5,2,14,3,2,2,0.1,50,85,2,7,1,9
Emil Holm,"DF,MF",1.5,3,6,10,6,2,2,0,68.3,308,5,3,3,8
Martin Hongla,MF,8.7,4,41,5,7,8,33,0.1,84.3,1399,9,7,4,48
Franck Honorat,"DF,FW",9.2,30,29,95,7,24,35,4,63.1,1982,5,10,2,45
Mathias Honsak,"MF,FW",3.7,8,6,22,2,6,7,0.1,75.8,221,3,5,3,10
Sydney van Hooijdonk,FW,0.5,0,0,0,2,0,0,0,81.8,45,0,0,0,3
Fraser Hornby,"FW,MF",2.4,7,2,7,1,3,3,0.5,55.6,71,0,2,0,8
Lukáš Hrádecký,GK,11,0,0,0,0,1,68,0,83.5,4551,0,0,0,18
Timo Hübers,DF,10.9,3,31,1,2,4,34,0.2,82.7,3310,19,23,27,92
Callum Hudson-Odoi,FW,2.5,18,8,25,8,7,9,0.4,77.6,269,1,3,0,8
Will Hughes,MF,7.5,5,22,5,5,5,11,0.7,84,1007,9,14,5,53
Dean Huijsen,DF,0.1,0,2,0,0,0,3,0,94.7,115,0,0,0,1
Mats Hummels,DF,8.4,7,49,0,1,9,84,0.4,89.1,4562,17,8,20,58
Denis Huseinbasic,MF,3.6,2,10,7,2,3,4,0.1,91,253,3,7,4,28
Elseid Hysaj,DF,4.2,6,15,10,0,3,13,0,84.3,1424,6,8,3,28
Pierre Højbjerg,"MF,DF",4.2,6,32,9,4,6,29,0.4,88.5,1929,1,9,5,28
Rasmus Højlund,FW,7.2,8,10,47,8,6,1,0.3,73.5,216,1,0,0,20
Iago,DF,3.9,6,14,12,4,5,15,0.9,74.7,883,5,6,3,35
Pablo Ibáñez,MF,3.5,8,28,12,1,5,6,0.4,72.2,462,0,6,2,15
Arijon Ibrahimović,"FW,DF",1.5,0,11,24,2,3,4,0.4,74.5,317,4,2,0,7
Iglesias,"DF,FW",6.3,5,13,28,3,6,22,0.5,50.5,1202,8,4,7,36
Borja Iglesias,FW,2.9,4,9,24,0,5,3,0.2,81.2,139,0,0,2,6
Igor,DF,3.7,8,19,0,1,0,10,0,93.4,1352,4,2,3,22
Jonathan Ikone,FW,3.2,7,12,28,3,6,5,0.4,85,317,4,2,1,19
Chukwubuikem Ikwuemesi,"FW,DF",2.9,5,4,21,2,3,0,0.5,70.5,62,0,1,0,3
Ivan Ilić,MF,6.7,17,39,17,3,9,26,1.7,80,1510,6,6,5,34
Samuel Iling-Junior,"FW,MF",1.3,7,3,11,0,1,2,0.1,74.6,114,4,4,1,5
Imanol,DF,2.9,7,8,11,3,7,8,0.2,84.6,622,3,4,5,17
Ciro Immobile,FW,7.4,6,17,42,2,6,3,0.5,74.6,304,3,0,2,11
Gino Infantino,MF,0.9,0,6,4,3,1,3,0,82.9,114,1,3,1,2
Danny Ings,FW,0.8,0,1,7,1,0,0,0,52.4,31,0,2,0,2
Bonke Innocent,MF,0.1,0,0,0,0,0,0,0,87.5,10,1,0,0,0
Alexander Isak,FW,5.5,13,10,24,12,6,3,0.2,79.3,221,0,2,0,7
Gustav Isaksen,FW,2.1,9,3,22,7,8,2,0.4,66.7,151,1,2,0,9
Isco,MF,11.8,54,97,75,26,40,65,3.6,81.6,2796,10,9,5,59
Thomas Isherwood,DF,1.1,0,0,0,0,0,3,0,72.4,214,0,2,2,7
Ismaily,DF,10.9,42,47,54,6,34,15,0.8,82.9,2190,16,11,12,52
Ardian Ismajli,DF,6.2,0,7,0,0,0,21,0.1,80.1,1629,4,14,8,29
Ko Itakura,DF,6.8,3,11,0,1,5,22,0.1,88.4,1854,7,15,12,31
Hiroki Ito,DF,9.9,18,53,22,4,18,47,1.4,86.1,3711,4,9,13,51
Junya Ito,FW,11.9,47,50,117,26,24,30,3.6,61.9,1847,8,11,7,59
Alex Iwobi,MF,1.6,6,4,8,3,5,7,0.4,64.3,179,0,2,1,5
Alex Iwobi,"MF,FW",5.1,12,25,18,11,14,14,0.5,84.1,860,4,2,5,42
Armando Izzo,DF,4.5,5,19,2,0,5,26,0.3,90.7,1588,7,5,5,35
Nicolas Jackson,FW,9.4,22,14,63,19,15,2,0.8,79.2,349,5,7,2,22
Lee Jae-sung,MF,9,8,26,37,9,6,3,0.3,72.3,620,5,10,11,46
Paul Jaeckel,DF,1.3,1,3,1,0,1,8,0,82.8,390,1,1,3,5
Filip Jagiełło,MF,0.4,1,2,2,0,3,1,0,88.2,13,0,1,1,3
Kristijan Jakić,MF,1.7,2,8,9,0,4,4,0.1,80.9,264,1,1,0,9
Ismail Jakobs,DF,5.9,18,26,55,2,11,19,0.8,67.4,1312,17,7,6,30
Ablie Jallow,"FW,MF",4.4,13,17,29,3,13,11,0.4,80,443,0,1,4,19
Reece James,DF,2.7,13,16,28,3,6,12,1,82.3,865,5,1,1,17
Vitaly Janelt,"MF,DF",10.3,7,39,35,1,4,26,0.9,77,1354,10,11,6,51
Jakub Jankto,"FW,MF",4.5,6,15,34,0,6,5,0.3,65.6,367,4,2,4,17
Tony Jantschke,"DF,MF",0.2,0,2,0,0,0,0,0,100,79,1,2,0,1
Adnan Januzaj,FW,0.3,0,0,0,1,0,0,0,33.3,0,0,0,0,2
Luis Javier Suárez,"FW,MF",7.7,25,14,37,7,10,11,0.5,77.4,343,4,9,0,17
Danley Jean-Jacques,MF,10.2,17,26,21,7,9,22,0.1,75.9,845,10,18,16,49
Jefferson,"FW,MF",3.1,14,14,32,14,12,6,0.4,74.3,255,4,1,0,13
Fredrik Jensen,"FW,MF",4.2,6,9,21,2,3,18,2.1,50.8,591,1,6,1,11
Mathias Jensen,MF,10.1,7,49,33,7,7,61,2.2,73.5,2675,13,17,8,47
Moritz Jenz,DF,4,0,11,0,0,1,17,0.3,91.6,1477,4,5,8,13
Gabriel Jesus,FW,4,11,11,27,13,6,1,0.3,71.1,276,7,8,4,22
Juan Jesus,DF,4,1,12,0,0,1,18,0.1,93.7,1777,5,3,4,26
Raúl Jiménez,FW,7.6,5,7,42,3,6,5,0.4,62.2,210,7,5,0,18
João Pedro,"MF,FW",6.5,22,23,51,12,11,6,1.4,78,428,5,2,3,21
Joelinton,"MF,FW",7.1,9,25,27,8,13,6,0.3,83.6,742,11,8,9,36
Ryan John Giles,"DF,MF",3.2,6,9,21,2,3,8,0.4,58.3,568,3,1,1,12
Brennan Johnson,FW,2.4,14,8,33,0,2,3,0.6,76.1,201,3,0,2,13
Brennan Johnson,"FW,MF",2.6,8,1,14,2,4,2,0,77,143,1,4,0,11
Sam Johnstone,GK,12,0,0,0,0,0,94,0,64.6,5157,0,0,0,8
Curtis Jones,MF,3.1,2,19,24,4,1,4,0.1,94.3,561,4,4,2,15
Frenkie de Jong,"MF,DF",5.4,27,62,10,7,28,24,1.6,93.2,2523,4,2,2,43
Joan Jordán,MF,2.8,0,22,1,1,1,13,0.1,83.7,805,4,2,3,15
Kaio Jorge,"FW,MF",0.3,0,0,1,0,0,0,0,71.4,6,0,0,0,1
Jorginho,MF,4.3,3,36,2,1,3,18,0.3,90.7,1214,3,8,2,18
Willian José,FW,6.4,2,10,19,1,2,6,0.5,74.3,228,2,3,0,15
Joselu,FW,7.3,7,11,53,4,1,6,1.3,71.1,248,1,2,3,19
Diogo Jota,"FW,MF",6.5,30,13,69,11,17,6,0.6,75.8,495,5,3,3,24
Antoine Joujou,"MF,FW",2.3,7,8,19,8,7,3,0.4,68.5,179,2,1,0,14
Luka Jović,FW,2.5,0,10,17,2,1,1,0.2,78.6,131,0,0,0,4
Juanpe,DF,1.3,1,2,0,0,0,7,0,86.6,498,1,3,0,4
Mads Juel Andersen,DF,4.1,0,7,1,0,0,9,0,75.5,715,5,7,8,25
Christopher Jullien,DF,2.8,1,3,0,0,0,14,0,84.4,661,3,3,2,14
Anthony Jung,"DF,FW",8.4,3,22,13,1,3,39,0.4,81.7,2549,5,10,5,40
Eli Junior Kroupi,FW,6.1,3,4,18,7,4,8,0.6,79.1,257,2,2,4,12
Hamed Junior Traorè,MF,0.5,2,3,4,4,1,1,0,66.7,59,0,3,0,4
Vinicius Júnior,FW,7.8,44,20,87,30,27,14,1.6,71.7,486,4,2,0,19
Josip Juranović,"DF,MF",3.5,6,21,7,2,3,25,1.2,72.2,1355,1,3,0,25
Julian Justvan,"FW,MF",0.5,7,3,10,0,4,3,0,60.4,174,0,1,0,3
Filip Jørgensen,GK,13,0,0,0,0,0,99,0,80.1,8330,0,0,0,18
Mathias Jørgensen,DF,0.1,0,1,1,0,0,2,0.1,85.7,71,0,1,0,2
Mohamed Kaba,MF,7.1,8,27,15,3,4,14,0.2,78.6,916,8,12,6,41
Sory Kaba,FW,5.8,7,8,30,10,6,6,0.3,72,150,0,3,0,14
Ozan Kabak,DF,7.4,6,34,1,2,4,31,0.4,84.3,2146,10,10,10,34
Christian Kabasele,DF,6.4,7,20,1,0,3,16,0,81.7,1278,4,11,7,17
Issa Kaboré,"DF,MF",8.6,28,22,31,7,14,15,1.2,67.1,1523,11,8,10,50
Abdoul Kader Bamba,"MF,FW",3.1,11,12,28,5,6,11,0.5,83.3,516,6,3,2,24
Pavel Kadeřábek,"DF,MF",6.6,13,10,49,1,7,17,0.6,62.5,1216,6,8,7,21
Tino Kadewere,"FW,MF",1.7,1,5,15,0,1,1,0.1,81.8,169,1,0,2,12
Kaiky,DF,4.7,3,24,0,2,0,30,0,83.1,1726,4,6,3,13
Florian Kainz,"MF,FW",9.8,23,59,29,13,17,42,1.9,72.6,2249,13,11,5,67
Sasa Kalajdzic,FW,1.5,1,5,8,1,1,2,0.2,67.3,126,2,2,1,4
Arnaud Kalimuendo,FW,6.9,8,10,53,6,6,9,0.7,81.8,280,2,1,2,11
Gedeon Kalulu,DF,6.3,4,19,32,2,5,16,0.3,82.4,1027,10,6,3,36
Pierre Kalulu,DF,1.2,1,0,3,0,2,4,0,81.7,250,0,3,1,6
Daichi Kamada,MF,4.1,5,18,18,2,4,7,0.2,84,424,7,5,2,13
Waren Kamanzi,"FW,DF",1,1,2,6,1,2,1,0,77.3,117,4,2,2,7
Boubacar Kamara,MF,11.2,11,53,3,7,13,37,0.6,90.3,2670,19,9,10,57
Hassane Kamara,DF,7.5,18,30,38,9,12,21,0.8,73.4,1581,11,6,9,42
Jakub Kamiński,"FW,MF",1.7,7,9,19,1,1,3,0.8,83.9,225,2,2,0,9
Thomas Kaminski,GK,12,0,0,0,0,0,124,0,50.4,7013,0,0,0,13
Kevin Kampl,MF,8.2,19,62,15,8,13,35,0.8,90.9,2133,7,11,7,55
Harry Kane,FW,10.6,12,33,55,8,9,24,2.9,70.2,1009,3,3,4,21
Lee Kang-in,"MF,FW",4.8,16,34,46,7,17,19,1.4,82.8,905,8,3,2,23
Yann Karamoh,MF,1.3,7,3,7,6,6,2,0.2,70.7,96,0,0,0,5
Atakan Karazor,MF,10.2,9,48,13,2,21,22,0.7,87.3,2098,18,10,8,69
Ayman Kari,MF,0.2,0,1,3,2,0,1,0,91.7,47,1,0,0,2
Emir Karic,DF,4,11,15,19,1,7,15,0.1,77.5,993,8,8,2,21
Jesper Karlsson,FW,3.5,11,16,32,5,6,10,0.4,67.2,402,3,4,3,13
Jon Karrikaburu,"MF,FW",0.2,0,0,1,0,0,1,0,40,9,0,0,0,2
Rick Karsdorp,DF,4.9,6,11,20,2,5,11,0.6,78.9,988,9,5,2,25
Grigoris Kastanos,"MF,DF",7.4,12,26,31,5,10,29,0.7,69.5,1116,7,5,7,38
Silas Katompa,FW,6.3,28,11,77,18,16,7,0.2,71.1,261,2,5,0,23
Mikkel Kaufmann,"FW,DF",0.6,1,2,7,0,0,1,0,47.1,33,0,0,0,4
Michael Kayode,DF,5.2,11,17,29,6,9,35,0.3,79.3,1345,10,6,6,37
Moise Kean,FW,4.9,11,5,21,9,5,3,0.1,69.5,64,2,2,1,15
Michael Keane,DF,2.5,2,6,0,0,0,13,0,81.4,712,2,2,4,12
Ibrahima Kebe,MF,0,0,0,0,0,0,0,0,33.3,0,1,1,0,2
Kévin Keben Biakolo,DF,1.4,1,2,5,3,1,6,0,85,506,1,2,2,9
Yassine Kechta,MF,5.1,13,24,12,2,11,11,0.2,82.9,681,7,6,10,34
Thilo Kehrer,"DF,MF",0.2,0,0,1,0,0,0,0,100,20,0,2,0,0
Habib Keita,MF,1.8,0,12,2,1,3,14,0.1,85.6,442,7,8,1,8
Naby Keïta,MF,0.9,1,8,2,3,1,2,0,77.8,203,0,1,1,11
Yannik Keitel,MF,1.4,0,6,4,2,0,1,0,71.8,158,5,3,4,6
Thomas Keller,"MF,FW",0,0,2,0,0,0,1,0,71.4,37,0,0,0,1
Lloyd Kelly,DF,7.1,7,25,5,1,4,41,0.1,77.1,1826,8,9,5,51
Aljoscha Kemlein,MF,0.3,0,0,1,1,0,1,0,77.8,52,0,1,0,2
Tobias Kempe,MF,5.6,6,20,19,1,7,26,1.5,71.6,985,6,4,3,25
Milos Kerkez,DF,9.5,17,15,35,7,11,18,0.4,70.9,1218,11,11,9,40
Reda Khadra,"FW,DF",1.4,5,5,11,4,8,3,0.3,66.7,143,0,1,2,10
Wahbi Khazri,FW,5.6,8,13,35,9,7,14,0.4,74.8,617,7,4,0,32
Rani Khedira,MF,1.3,0,1,6,0,0,1,0,67.2,80,2,0,0,7
Kiké,FW,7.4,9,6,47,8,5,5,0.5,65.4,187,1,9,0,22
Luca Kilian,DF,0.8,0,2,0,0,0,3,0,81.3,183,1,1,1,4
Max Kilman,DF,12,11,38,1,3,5,63,0.3,82.6,4308,9,22,15,72
Joshua Kimmich,MF,7.5,10,85,15,0,21,78,3.1,87,3505,11,7,8,57
Jakub Kiwior,DF,2,0,16,4,0,1,14,0,86.9,883,2,3,0,7
Simon Kjær,DF,3.3,2,20,0,0,2,21,0.1,85.8,1590,5,5,3,30
Davy Klaassen,"MF,FW",0.8,0,1,3,0,0,1,0.1,72,79,1,0,0,5
Christoph Klarer,DF,10,2,26,3,4,3,34,0.6,85.1,2418,12,12,7,37
Tim Kleindienst,FW,10.5,13,22,63,7,18,11,1,59.8,487,3,9,4,28
Lukas Klostermann,DF,4.7,6,32,7,0,6,23,0.5,90.6,2036,4,6,3,31
Justin Kluivert,"FW,MF",4.6,11,15,28,8,13,6,0.6,71.6,371,2,3,4,22
Ansgar Knauff,"MF,DF",4.6,16,11,31,7,6,8,0.4,64,457,7,12,3,22
Robin Knoche,DF,7.6,0,34,0,2,0,40,0.1,87.9,3043,10,8,5,62
Gregor Kobel,GK,10.3,0,0,0,0,0,108,0,82.7,5733,0,0,0,16
Robin Koch,DF,10,5,21,0,0,4,54,0.1,86.5,4007,9,11,10,56
Philipp Köhn,GK,12,0,0,0,1,0,93,0,70.3,5159,0,0,1,15
Dominik Kohr,"MF,DF",8.3,9,47,12,2,4,32,0.4,77.5,1951,17,9,18,69
Koke,MF,6.9,9,61,10,2,10,39,1,90.3,2784,12,7,6,51
Sead Kolašinac,DF,9.9,12,42,12,1,13,20,0.2,85.3,2582,10,6,14,78
Luca Koleosho,"FW,MF",8.7,43,16,65,29,33,2,1,68,380,4,9,2,41
Randal Kolo Muani,FW,3.9,13,17,38,8,3,3,0.7,66,278,3,1,1,11
Randal Kolo Muani,FW,1.7,6,3,9,4,4,2,0,65.4,67,0,0,0,3
Cheick Konaté,DF,6.1,13,21,49,13,9,11,0.5,66.7,831,12,9,7,26
Ibrahima Konaté,DF,5.2,8,34,0,3,5,25,0.1,92.4,2893,4,8,3,31
Geoffrey Kondogbia,MF,4.2,0,20,5,6,2,19,0.2,86.2,937,8,9,5,29
Amadou Koné,"MF,FW",0.2,0,0,0,0,0,1,0,62.5,45,1,0,0,2
Ibrahima Koné,FW,2.9,3,3,15,1,1,2,0.4,66,141,0,1,0,7
Ibrahima Koné,FW,0.4,0,0,1,0,0,0,0,66.7,7,0,0,0,1
Kouadio Koné,MF,2.8,7,6,10,11,7,4,0,89.7,270,5,3,1,20
Ezri Konsa,DF,12,5,34,8,6,3,39,0.3,92.8,4297,12,17,11,40
Teun Koopmeiners,"MF,FW",9.9,33,62,61,9,26,45,2,76.7,2388,7,8,2,51
Odilon Kossonou,DF,9.4,19,60,9,11,14,35,0.8,89.9,2558,8,17,18,68
Filip Kostić,"DF,FW",6.5,21,31,30,2,18,19,2.5,71.7,1573,12,10,0,34
Christian Kouamé,FW,3.9,5,14,42,3,5,5,0.5,74.5,331,1,6,0,27
Rominigue Kouamé,MF,4,9,14,2,2,1,10,0.1,87,506,2,4,7,24
Koffi Kouao,DF,6.4,7,19,18,6,8,17,0.3,78.2,1377,7,4,11,32
Therence Koudou,DF,0.1,2,1,3,0,1,0,0,73.3,32,0,0,0,2
Jules Koundé,DF,9.4,19,66,5,5,23,52,0.7,92.5,4566,5,7,5,52
Boubakar Kouyaté,DF,10,0,22,1,0,1,49,0.3,83.9,2453,15,11,13,64
Cheikhou Kouyaté,MF,0.8,0,2,1,1,0,1,0,55,100,2,2,1,8
Mateo Kovačić,MF,6.3,15,39,17,7,19,15,0.9,92.8,1186,10,6,2,25
Viktor Kovalenko,MF,0.7,1,4,5,1,0,1,0.1,68.6,122,0,2,0,5
Dawid Kownacki,FW,2.3,2,2,12,2,1,2,0.5,61.8,64,0,1,0,4
Emil Krafth,DF,0,0,0,0,0,0,0,0,100,12,0,0,0,0
Alex Král,MF,7.8,7,23,12,2,8,8,0.2,73.7,692,7,8,2,55
Andrej Kramarić,"MF,FW",6.1,17,25,32,7,12,25,2.3,77.7,1063,0,1,0,30
Christoph Kramer,MF,0.8,7,5,3,3,2,2,0.1,82.3,229,1,1,1,8
Frans Krätzig,"DF,MF",0.6,0,7,7,0,1,2,0.1,90.5,183,0,0,0,4
Tom Krauß,MF,4.6,4,18,9,0,4,5,0.3,70.9,559,8,7,6,46
Thomas Kristensen,DF,4,4,8,0,0,0,11,0,87.3,885,4,3,5,18
Toni Kroos,MF,7.9,8,81,10,1,14,79,2.7,91.6,4917,10,9,7,42
Nikola Krstović,FW,8.8,12,14,36,10,6,8,0.3,67.4,290,1,4,1,24
Rade Krunić,MF,7.6,5,24,3,2,7,19,0.3,90.2,1257,8,7,11,41
Lukas Kübler,DF,8.4,3,24,16,3,4,21,0.2,78.5,1491,9,14,12,41
Takefusa Kubo,"FW,MF",9.8,47,29,77,16,23,16,2.5,69,921,6,10,7,42
Dejan Kulusevski,FW,11.6,70,40,137,17,25,11,2.2,76.5,1011,8,8,6,51
Sael Kumbedi,DF,7.9,16,35,58,4,17,13,0.5,78.8,1524,15,10,11,41
Layvin Kurzawa,DF,0.1,0,0,1,0,0,1,0,100,38,0,0,0,0
Berkan Kutlu,MF,1.9,4,3,9,0,0,7,0.1,73.5,266,3,3,4,5
Daler Kuzyaev,"MF,FW",11,14,49,54,6,15,15,0.5,78.3,1415,11,9,10,60
Khvicha Kvaratskhelia,FW,8.4,65,29,82,26,33,23,1.8,79.2,918,5,4,9,31
Giorgi Kvernadze,FW,0.4,0,1,2,0,1,0,0,84.6,44,0,1,1,2
Moritz-Broni Kwarteng,"FW,MF",1.3,4,2,11,5,3,2,0,63.3,54,0,0,1,7
Grejohn Kyei,FW,3.7,4,6,29,4,7,8,0.3,77.3,176,2,0,0,5
Giorgos Kyriakopoulos,"DF,MF",8.2,28,21,50,9,12,25,1,82.8,2014,5,5,4,37
Luca de la Torre,MF,8.6,31,39,31,5,16,4,0.9,82.5,822,3,9,4,35
Gaëtan Laborde,FW,9.6,20,18,81,8,10,14,0.9,59.9,582,6,10,4,41
Alexandre Lacazette,FW,7.2,7,11,44,5,8,4,0.6,73.8,371,5,6,1,17
Maxence Lacroix,DF,10,1,42,1,2,0,82,0.2,86.5,4032,9,16,13,54
Alban Lafont,GK,6.7,0,0,0,0,0,53,0,78.3,3515,0,0,0,17
Aïssa Laïdouni,MF,6.7,10,34,24,4,10,20,1.1,76.1,979,8,16,8,47
Konrad Laimer,"MF,DF",7.8,28,45,28,12,18,17,2.2,88.1,2000,13,17,6,46
Kenny Lala,DF,11,17,44,24,6,15,92,1.5,75.7,3493,20,3,12,90
Adam Lallana,"MF,FW",2.9,0,11,22,2,3,1,0.4,91,291,0,0,1,8
Mathis Lambourde,FW,0.1,1,0,2,0,0,0,0,80,13,0,1,0,3
Érik Lamela,"FW,MF",3.8,6,10,18,6,6,1,0.6,80.9,282,8,9,0,14
Mohamed Lamine Bayo,FW,6.2,8,7,51,13,10,3,0.2,69.5,218,2,4,1,13
Tariq Lamptey,"DF,FW",1.5,11,6,3,5,4,4,0.1,88.8,256,3,0,2,7
Gianluca Lapadula,FW,0.5,0,0,3,1,0,1,0,61.5,1,0,0,1,0
Aymeric Laporte,DF,0.1,0,0,0,0,0,0,0,100,48,0,1,0,2
Julien Laporte,DF,7.5,4,24,0,0,2,46,0.1,89.4,2449,6,11,6,29
Cyle Larin,"FW,MF",4.6,4,4,17,2,2,1,0.1,70,126,1,3,1,10
Yasser Larouci,DF,2.5,8,5,3,3,3,3,0,75,288,1,4,5,13
Hugo Larsson,MF,8.8,16,29,17,5,11,24,1,85.6,1608,6,11,10,64
Jamaal Lascelles,DF,6.2,4,15,1,1,3,12,0,85.8,2022,4,11,2,32
Juanmi Latasa,FW,6.9,2,6,29,4,5,3,0.4,43.4,124,0,2,2,9
Toni Lato,DF,5.1,7,3,29,0,8,16,0.3,73.5,827,8,5,6,22
Armand Lauriente,FW,10.1,40,33,91,18,30,14,1.1,73.3,1266,3,9,5,47
Lázaro,"FW,MF",1.9,3,2,16,2,2,0,0,71.4,90,0,0,0,7
Valentino Lazaro,DF,8.3,21,35,34,7,12,17,0.6,76.7,1820,5,4,4,46
Darko Lazović,"DF,MF",5.1,15,18,27,0,8,15,0.5,67.5,926,3,2,1,12
Manuel Lazzari,DF,6.7,33,27,44,5,24,15,0.4,86.7,1411,6,12,6,34
Théo Le Bris,"MF,DF",6.9,22,26,48,6,13,5,0.5,75.7,771,8,9,3,30
Julien Le Cardinal,FW,0,0,0,0,0,0,0,0,66.7,15,1,0,0,0
Julien Le Cardinal,DF,0.6,1,4,2,1,0,4,0,71.9,201,2,2,0,6
Jérémy Le Douaron,FW,9.1,24,6,63,8,17,6,0.4,57,275,8,6,2,38
Enzo Le Fée,MF,6.7,16,44,21,8,17,30,1,87.2,1665,14,5,6,45
Vincent Le Goff,"DF,MF",5.4,8,14,48,4,8,15,0.8,78.7,1278,0,7,3,32
Robin Le Normand,DF,9.6,10,38,0,1,6,46,0.1,87.6,2700,8,11,14,40
Nicola Leali,GK,1,0,0,0,0,0,13,0,55.6,791,0,0,0,1
Rafael Leão,"FW,MF",9.2,50,31,94,21,31,20,2.3,69.7,826,5,7,3,24
Adrien Lebeau,MF,0.2,0,0,0,0,0,1,0.1,62.5,34,0,0,0,1
Benjamin Lecomte,GK,11,0,0,0,0,0,104,0,61.7,5770,0,0,0,5
Jeremías Ledesma,GK,12,0,0,0,0,0,142,0.1,56.2,8825,0,0,0,18
Pierre Lees-Melou,MF,11,21,72,16,13,26,85,0.7,81.9,3276,22,25,17,118
Diogo Leite,DF,10.7,10,60,2,2,6,51,0.4,80.1,3633,16,16,18,53
Maxim Leitsch,DF,4.1,1,7,0,0,0,17,0.1,76.2,960,2,2,4,25
Florian Lejeune,DF,13,3,42,4,1,0,115,0.2,78.7,5726,6,17,7,75
Iñigo Lekue,DF,5.9,10,28,6,9,9,11,0.2,77.4,1768,6,3,2,42
Thomas Lemar,MF,1.8,5,13,9,1,4,2,0.1,84.5,285,1,0,0,5
Mario Lemina,MF,10.8,6,28,11,10,7,25,0.2,84,1635,19,7,20,82
Álvaro Lemos,DF,2.2,6,15,7,0,7,5,0.1,80.4,397,1,3,2,9
Bernd Leno,GK,12,0,0,0,0,0,90,0,81.6,6092,0,0,0,25
Christopher Lenz,"DF,MF",0.4,0,2,5,0,0,0,0.1,86.5,199,0,0,1,1
Christopher Lenz,DF,0.1,0,1,0,0,1,1,0,55.6,53,1,0,0,1
Johann Lepenant,MF,2.8,5,24,6,3,7,15,0.1,88.7,734,3,5,4,22
Jefferson Lerma,MF,7.8,7,26,12,3,7,17,0.8,80.2,1342,6,6,16,45
Léo Leroy,MF,1.7,6,14,4,1,2,6,0.1,71.3,480,2,2,0,16
Robert Lewandowski,FW,9.3,13,22,60,6,11,6,0.5,69.7,329,0,4,2,15
Jamie Leweling,"FW,MF",3.9,14,7,46,7,6,7,1.7,71.8,312,3,6,0,19
Rico Lewis,"DF,MF",1.9,2,4,7,1,3,2,0.1,88.4,181,0,0,1,13
Keane Lewis-Potter,FW,2.5,12,6,31,5,9,4,0.3,74.2,152,0,0,1,9
Philipp Lienhart,DF,10.7,8,36,2,0,9,77,0.5,82.8,4682,7,12,10,67
Matthijs de Ligt,DF,2.8,2,10,1,0,2,16,0.1,92.3,1225,3,2,3,14
Victor Lindelöf,DF,8.5,13,27,9,1,10,30,0.3,90.9,2335,3,9,7,42
Jesper Lindstrøm,"FW,MF",1.8,6,8,11,4,3,4,0.4,86.8,276,2,1,2,5
Jesper Lindstrøm,FW,0.9,2,1,9,1,4,0,0,75,27,1,0,0,2
Karol Linetty,MF,5.4,8,34,4,1,9,19,0.2,86,1024,8,9,7,36
Samuel Lino,DF,4.5,26,9,41,5,21,10,1.1,77,407,10,9,2,27
Pol Lirola,DF,2.5,4,11,20,1,3,7,0.2,78.5,458,1,2,4,17
Valentino Livramento,DF,1.5,2,4,8,0,3,3,0,86.2,167,4,2,3,6
Dejan Ljubicic,"MF,FW",8.9,17,45,26,4,20,24,0.9,80.8,1361,14,10,9,52
Javier Llabrés,"MF,FW",0.9,2,1,6,1,1,2,0.1,60.7,51,0,0,1,3
Diego Llorente,DF,8,11,27,2,0,3,44,0.1,89.9,2962,7,14,7,35
Marcos Llorente,"MF,DF",7.8,20,32,45,3,11,6,2,77.1,872,6,9,4,33
Gautier Lloris,DF,12,4,49,1,2,4,34,0.1,88.2,3545,8,26,18,68
Abou Lô,DF,0.8,0,0,0,0,0,2,0,97.3,205,0,1,0,1
Giovani Lo Celso,MF,0.5,3,6,3,0,4,2,0,87.7,174,1,1,0,5
Stanislav Lobotka,MF,11.4,10,61,12,4,16,44,0.8,92.5,3590,14,8,4,88
Manuel Locatelli,MF,11.8,10,78,10,7,13,94,0.7,84.6,3868,10,12,7,68
Bradley Locko,DF,11,30,41,45,24,14,38,0.8,81.2,2314,22,11,16,71
Tom Lockyer,DF,10.5,6,33,2,3,6,50,0.2,71.1,2625,12,15,15,73
